"X","Y","Z","ReturnNumber","NumberOfReturns","Classification"
309228.160,6143494.390,459.170,1.000,1.000,2.000
309228.140,6143494.220,459.190,1.000,1.000,2.000
309228.550,6143493.070,464.690,1.000,2.000,5.000
309228.130,6143494.060,459.250,2.000,2.000,2.000
309228.490,6143493.010,464.150,1.000,2.000,5.000
309228.120,6143493.890,459.250,2.000,2.000,2.000
309228.100,6143493.720,459.270,1.000,1.000,2.000
309228.090,6143493.550,459.330,1.000,1.000,2.000
309228.090,6143493.380,459.370,1.000,1.000,2.000
309228.080,6143493.210,459.410,1.000,1.000,2.000
309228.060,6143493.050,459.410,1.000,1.000,2.000
309228.050,6143492.880,459.440,1.000,1.000,2.000
309228.030,6143492.710,459.470,1.000,1.000,2.000
309228.020,6143492.540,459.480,1.000,1.000,2.000
309228.000,6143492.380,459.510,1.000,1.000,2.000
309227.990,6143492.200,459.550,1.000,1.000,2.000
309227.980,6143492.040,459.550,1.000,1.000,2.000
309227.970,6143491.880,459.600,1.000,1.000,2.000
309227.950,6143491.710,459.620,1.000,1.000,2.000
309227.930,6143491.550,459.610,1.000,1.000,2.000
309227.920,6143491.390,459.610,1.000,1.000,2.000
309227.900,6143491.230,459.590,1.000,1.000,2.000
309227.890,6143491.070,459.590,1.000,1.000,2.000
309227.870,6143490.900,459.580,1.000,1.000,2.000
309227.860,6143490.740,459.610,1.000,1.000,2.000
309227.840,6143490.580,459.600,1.000,1.000,2.000
309227.830,6143490.420,459.610,1.000,1.000,2.000
309227.810,6143490.250,459.600,1.000,1.000,2.000
309227.790,6143490.090,459.580,1.000,1.000,2.000
309227.780,6143489.930,459.590,1.000,1.000,2.000
309228.300,6143488.720,466.340,1.000,3.000,5.000
309228.190,6143488.930,465.010,2.000,3.000,5.000
309227.770,6143489.770,459.620,3.000,3.000,2.000
309228.290,6143488.550,466.390,1.000,2.000,5.000
309227.750,6143489.610,459.590,2.000,2.000,2.000
309227.730,6143489.450,459.560,1.000,1.000,2.000
309228.250,6143488.270,466.250,1.000,2.000,5.000
309227.710,6143489.280,459.570,2.000,2.000,2.000
309228.290,6143488.000,466.950,1.000,3.000,5.000
309228.220,6143488.130,466.100,2.000,3.000,5.000
309227.700,6143489.120,459.570,3.000,3.000,2.000
309228.210,6143487.970,466.100,1.000,2.000,5.000
309227.680,6143488.960,459.560,2.000,2.000,2.000
309227.930,6143488.320,462.790,1.000,2.000,5.000
309227.670,6143488.800,459.570,2.000,2.000,2.000
309228.260,6143487.520,467.100,1.000,3.000,5.000
309227.890,6143488.200,462.480,2.000,3.000,5.000
309227.650,6143488.640,459.570,3.000,3.000,2.000
309227.950,6143487.900,463.480,1.000,3.000,5.000
309227.880,6143488.030,462.570,2.000,3.000,5.000
309227.640,6143488.480,459.560,3.000,3.000,2.000
309228.210,6143487.240,466.860,1.000,3.000,5.000
309227.930,6143487.750,463.430,2.000,3.000,5.000
309227.620,6143488.330,459.550,3.000,3.000,2.000
309228.190,6143487.090,466.860,1.000,2.000,5.000
309227.910,6143487.610,463.320,2.000,2.000,5.000
309228.160,6143486.960,466.660,1.000,3.000,5.000
309227.910,6143487.420,463.490,2.000,3.000,5.000
309227.590,6143488.000,459.540,3.000,3.000,2.000
309227.970,6143487.130,464.430,1.000,2.000,5.000
309227.570,6143487.840,459.550,2.000,2.000,2.000
309227.940,6143486.990,464.280,1.000,2.000,5.000
309227.860,6143487.130,463.350,2.000,2.000,5.000
309227.950,6143486.790,464.590,1.000,3.000,5.000
309227.750,6143487.140,462.170,2.000,3.000,5.000
309227.540,6143487.520,459.530,3.000,3.000,2.000
309228.070,6143486.410,466.210,1.000,2.000,5.000
309227.920,6143486.670,464.390,2.000,2.000,5.000
309227.930,6143486.470,464.650,1.000,2.000,5.000
309227.660,6143486.920,461.430,2.000,2.000,1.000
309227.920,6143486.290,464.830,1.000,3.000,5.000
309227.820,6143486.470,463.520,2.000,3.000,5.000
309227.500,6143487.040,459.540,3.000,3.000,2.000
309227.920,6143486.120,464.900,1.000,4.000,5.000
309227.830,6143486.270,463.850,2.000,4.000,5.000
309227.670,6143486.550,461.860,3.000,4.000,5.000
309227.480,6143486.880,459.550,4.000,4.000,2.000
309227.860,6143486.030,464.430,1.000,2.000,5.000
309227.460,6143486.710,459.510,2.000,2.000,2.000
309227.980,6143485.660,466.010,1.000,4.000,5.000
309227.860,6143485.860,464.550,2.000,4.000,5.000
309227.790,6143485.960,463.760,3.000,4.000,5.000
309227.450,6143486.550,459.540,4.000,4.000,2.000
309227.960,6143485.510,465.980,1.000,3.000,5.000
309227.770,6143485.820,463.680,2.000,3.000,5.000
309227.440,6143486.390,459.550,3.000,3.000,2.000
309227.960,6143485.320,466.220,1.000,2.000,5.000
309227.420,6143486.220,459.560,2.000,2.000,2.000
309227.960,6143485.150,466.310,1.000,2.000,5.000
309227.410,6143486.060,459.570,2.000,2.000,2.000
309227.930,6143485.020,466.150,1.000,2.000,5.000
309227.390,6143485.900,459.560,2.000,2.000,2.000
309227.950,6143484.800,466.610,1.000,3.000,5.000
309227.880,6143484.920,465.790,2.000,3.000,5.000
309227.380,6143485.740,459.570,3.000,3.000,2.000
309227.940,6143484.650,466.630,1.000,3.000,5.000
309227.660,6143485.100,463.200,2.000,3.000,5.000
309227.360,6143485.580,459.570,3.000,3.000,2.000
309227.900,6143484.520,466.370,1.000,2.000,5.000
309227.340,6143485.420,459.560,2.000,2.000,2.000
309227.900,6143484.350,466.550,1.000,2.000,5.000
309227.330,6143485.260,459.560,2.000,2.000,2.000
309227.860,6143484.230,466.240,1.000,2.000,5.000
309227.310,6143485.090,459.580,2.000,2.000,2.000
309227.300,6143484.930,459.600,1.000,1.000,2.000
309227.850,6143483.900,466.450,1.000,2.000,5.000
309227.280,6143484.770,459.590,2.000,2.000,2.000
309227.860,6143483.700,466.770,1.000,2.000,5.000
309227.270,6143484.610,459.590,2.000,2.000,2.000
309227.810,6143483.590,466.380,1.000,2.000,5.000
309227.250,6143484.450,459.590,2.000,2.000,2.000
309227.240,6143484.290,459.590,1.000,1.000,2.000
309227.600,6143483.590,463.990,1.000,2.000,5.000
309227.230,6143484.130,459.600,2.000,2.000,2.000
309227.580,6143483.430,463.980,1.000,2.000,5.000
309227.220,6143483.970,459.610,2.000,2.000,2.000
309227.560,6143483.280,463.900,1.000,2.000,5.000
309227.200,6143483.810,459.620,2.000,2.000,2.000
309227.190,6143483.650,459.630,1.000,1.000,2.000
309227.170,6143483.490,459.600,1.000,1.000,2.000
309227.160,6143483.330,459.630,1.000,1.000,2.000
309227.150,6143483.170,459.640,1.000,1.000,2.000
309227.130,6143483.010,459.660,1.000,1.000,2.000
309227.120,6143482.840,459.660,1.000,1.000,2.000
309227.100,6143482.680,459.680,1.000,1.000,2.000
309227.090,6143482.520,459.690,1.000,1.000,2.000
309227.070,6143482.360,459.670,1.000,1.000,2.000
309227.060,6143482.200,459.680,1.000,1.000,2.000
309227.040,6143482.040,459.710,1.000,1.000,2.000
309227.030,6143481.880,459.680,1.000,1.000,2.000
309227.010,6143481.720,459.710,1.000,1.000,2.000
309227.000,6143481.560,459.710,1.000,1.000,2.000
309229.470,6143496.960,467.910,1.000,3.000,5.000
309229.440,6143496.860,467.610,1.000,2.000,5.000
309229.420,6143496.700,467.620,1.000,3.000,5.000
309229.380,6143496.630,467.220,1.000,3.000,5.000
309229.390,6143496.410,467.540,1.000,3.000,5.000
309229.380,6143496.230,467.610,1.000,3.000,5.000
309229.350,6143496.120,467.400,1.000,2.000,5.000
309229.170,6143496.370,465.330,1.000,4.000,5.000
309229.100,6143496.550,464.410,2.000,4.000,5.000
309228.980,6143496.880,462.810,3.000,4.000,5.000
309229.240,6143496.000,466.420,1.000,4.000,5.000
309229.160,6143496.220,465.310,2.000,4.000,5.000
309228.970,6143496.700,462.890,3.000,4.000,5.000
309229.260,6143495.760,466.850,1.000,3.000,5.000
309229.130,6143496.090,465.150,2.000,3.000,5.000
309229.260,6143495.560,467.060,1.000,4.000,5.000
309229.150,6143495.850,465.570,2.000,4.000,5.000
309229.040,6143496.140,464.110,3.000,4.000,5.000
309229.090,6143495.800,465.020,1.000,3.000,5.000
309229.010,6143496.010,463.950,2.000,3.000,5.000
309228.630,6143496.980,459.010,3.000,3.000,2.000
309229.010,6143495.810,464.150,1.000,2.000,5.000
309228.620,6143496.800,459.040,2.000,2.000,2.000
309229.000,6143495.630,464.280,1.000,3.000,5.000
309228.800,6143496.150,461.580,2.000,3.000,5.000
309228.610,6143496.640,459.040,3.000,3.000,2.000
309229.310,6143494.650,468.510,1.000,4.000,5.000
309228.990,6143495.460,464.310,2.000,4.000,5.000
309228.760,6143496.040,461.260,3.000,4.000,5.000
309228.590,6143496.480,459.020,4.000,4.000,2.000
309229.310,6143494.470,468.650,1.000,2.000,5.000
309228.580,6143496.310,459.100,2.000,2.000,1.000
309229.310,6143494.280,468.840,1.000,2.000,5.000
309228.560,6143496.140,459.070,2.000,2.000,2.000
309229.300,6143494.110,468.910,1.000,3.000,5.000
309228.960,6143494.960,464.440,2.000,3.000,5.000
309228.550,6143495.960,459.150,3.000,3.000,2.000
309229.270,6143493.990,468.740,1.000,2.000,5.000
309228.940,6143494.800,464.440,2.000,2.000,5.000
309229.260,6143493.800,468.870,1.000,2.000,5.000
309228.520,6143495.640,459.140,2.000,2.000,2.000
309229.210,6143493.740,468.410,1.000,3.000,5.000
309228.900,6143494.500,464.360,2.000,3.000,5.000
309228.500,6143495.470,459.120,3.000,3.000,2.000
309229.220,6143493.530,468.700,1.000,2.000,5.000
309228.490,6143495.310,459.130,2.000,2.000,2.000
309228.890,6143494.150,464.540,1.000,2.000,5.000
309228.470,6143495.140,459.170,2.000,2.000,2.000
309228.900,6143493.900,464.970,1.000,2.000,5.000
309228.450,6143494.990,459.110,2.000,2.000,2.000
309228.890,6143493.750,464.950,1.000,2.000,5.000
309228.440,6143494.820,459.150,2.000,2.000,2.000
309228.820,6143493.720,464.300,1.000,2.000,5.000
309228.420,6143494.650,459.130,2.000,2.000,2.000
309228.810,6143493.560,464.290,1.000,2.000,5.000
309228.410,6143494.490,459.180,2.000,2.000,2.000
309228.400,6143494.310,459.210,1.000,1.000,2.000
309228.390,6143494.150,459.220,1.000,1.000,2.000
309228.370,6143493.980,459.280,1.000,1.000,2.000
309228.360,6143493.800,459.320,1.000,1.000,2.000
309228.350,6143493.640,459.380,1.000,1.000,2.000
309228.330,6143493.470,459.370,1.000,1.000,2.000
309228.320,6143493.300,459.420,1.000,1.000,2.000
309228.320,6143493.130,459.440,1.000,1.000,2.000
309228.310,6143492.970,459.480,1.000,1.000,2.000
309228.290,6143492.790,459.500,1.000,1.000,2.000
309228.280,6143492.630,459.540,1.000,1.000,2.000
309228.270,6143492.450,459.600,1.000,1.000,2.000
309228.250,6143492.290,459.580,1.000,1.000,2.000
309228.240,6143492.110,459.690,1.000,1.000,2.000
309228.230,6143491.950,459.710,1.000,1.000,2.000
309228.220,6143491.790,459.710,1.000,1.000,2.000
309228.200,6143491.620,459.700,1.000,1.000,2.000
309228.180,6143491.460,459.710,1.000,1.000,2.000
309228.170,6143491.300,459.710,1.000,1.000,2.000
309228.150,6143491.140,459.710,1.000,1.000,2.000
309228.140,6143490.980,459.710,1.000,1.000,2.000
309228.120,6143490.810,459.730,1.000,1.000,2.000
309228.110,6143490.650,459.730,1.000,1.000,2.000
309228.090,6143490.490,459.700,1.000,1.000,2.000
309228.070,6143490.330,459.690,1.000,1.000,2.000
309228.060,6143490.180,459.660,1.000,1.000,2.000
309228.040,6143490.020,459.670,1.000,1.000,2.000
309228.570,6143488.780,466.500,1.000,2.000,5.000
309228.030,6143489.850,459.670,2.000,2.000,2.000
309228.580,6143488.570,466.830,1.000,2.000,5.000
309228.010,6143489.680,459.680,2.000,2.000,2.000
309228.560,6143488.430,466.770,1.000,2.000,5.000
309227.990,6143489.530,459.640,2.000,2.000,2.000
309228.570,6143488.230,467.040,1.000,2.000,5.000
309227.980,6143489.370,459.630,2.000,2.000,2.000
309228.550,6143488.090,466.970,1.000,2.000,5.000
309227.960,6143489.210,459.620,2.000,2.000,2.000
309228.490,6143488.010,466.480,1.000,2.000,5.000
309227.940,6143489.050,459.610,2.000,2.000,2.000
309228.490,6143487.840,466.610,1.000,2.000,5.000
309227.930,6143488.890,459.590,2.000,2.000,2.000
309228.500,6143487.630,466.940,1.000,3.000,5.000
309228.150,6143488.280,462.620,2.000,3.000,5.000
309227.910,6143488.730,459.610,3.000,3.000,2.000
309228.460,6143487.510,466.670,1.000,3.000,5.000
309228.150,6143488.100,462.760,2.000,3.000,5.000
309227.900,6143488.580,459.570,3.000,3.000,2.000
309228.440,6143487.370,466.580,1.000,3.000,5.000
309228.140,6143487.920,462.870,2.000,3.000,5.000
309227.880,6143488.420,459.580,3.000,3.000,2.000
309228.150,6143487.720,463.140,1.000,2.000,5.000
309227.860,6143488.250,459.580,2.000,2.000,2.000
309228.140,6143487.550,463.250,1.000,1.000,5.000
309228.130,6143487.390,463.220,1.000,2.000,5.000
309227.830,6143487.920,459.590,2.000,2.000,2.000
309228.110,6143487.230,463.240,1.000,2.000,5.000
309227.820,6143487.770,459.570,2.000,2.000,2.000
309228.200,6143486.900,464.470,1.000,3.000,5.000
309228.010,6143487.240,462.130,2.000,3.000,5.000
309227.800,6143487.610,459.570,3.000,3.000,2.000
309228.170,6143486.770,464.290,1.000,2.000,5.000
309228.020,6143487.040,462.430,2.000,2.000,5.000
309228.170,6143486.580,464.520,1.000,2.000,5.000
309228.010,6143486.870,462.470,2.000,2.000,5.000
309228.160,6143486.420,464.560,1.000,3.000,5.000
309227.970,6143486.750,462.190,2.000,3.000,5.000
309227.760,6143487.130,459.580,3.000,3.000,2.000
309228.060,6143486.420,463.470,1.000,2.000,5.000
309227.740,6143486.960,459.580,2.000,2.000,2.000
309228.060,6143486.220,463.700,1.000,2.000,5.000
309227.730,6143486.800,459.570,2.000,2.000,2.000
309228.110,6143485.960,464.450,1.000,3.000,5.000
309227.890,6143486.320,461.810,2.000,3.000,5.000
309227.710,6143486.640,459.580,3.000,3.000,2.000
309228.260,6143485.530,466.500,1.000,3.000,5.000
309228.060,6143485.860,464.110,2.000,3.000,5.000
309227.700,6143486.480,459.580,3.000,3.000,2.000
309228.240,6143485.380,466.420,1.000,3.000,5.000
309228.020,6143485.750,463.740,2.000,3.000,5.000
309227.680,6143486.320,459.570,3.000,3.000,2.000
309228.220,6143485.240,466.340,1.000,2.000,5.000
309227.670,6143486.150,459.600,2.000,2.000,2.000
309228.220,6143485.050,466.580,1.000,2.000,5.000
309227.650,6143486.000,459.580,2.000,2.000,2.000
309228.210,6143484.880,466.650,1.000,2.000,5.000
309227.640,6143485.830,459.600,2.000,2.000,2.000
309228.190,6143484.740,466.550,1.000,2.000,5.000
309227.620,6143485.660,459.600,2.000,2.000,2.000
309228.170,6143484.600,466.530,1.000,2.000,5.000
309227.600,6143485.500,459.600,2.000,2.000,2.000
309228.160,6143484.430,466.580,1.000,3.000,5.000
309228.100,6143484.530,465.820,2.000,3.000,5.000
309227.590,6143485.340,459.600,3.000,3.000,2.000
309228.130,6143484.300,466.370,1.000,2.000,5.000
309227.570,6143485.180,459.600,2.000,2.000,2.000
309228.110,6143484.160,466.290,1.000,2.000,5.000
309227.560,6143485.020,459.590,2.000,2.000,2.000
309228.090,6143484.020,466.210,1.000,2.000,5.000
309227.550,6143484.860,459.620,2.000,2.000,2.000
309228.080,6143483.850,466.340,1.000,2.000,5.000
309227.530,6143484.700,459.610,2.000,2.000,2.000
309228.080,6143483.670,466.480,1.000,3.000,5.000
309227.870,6143484.000,463.920,2.000,3.000,5.000
309227.510,6143484.540,459.610,3.000,3.000,2.000
309227.880,6143483.800,464.280,1.000,2.000,5.000
309227.500,6143484.380,459.620,2.000,2.000,2.000
309227.870,6143483.640,464.250,1.000,2.000,5.000
309227.490,6143484.220,459.630,2.000,2.000,2.000
309227.850,6143483.490,464.260,1.000,2.000,5.000
309227.470,6143484.060,459.630,2.000,2.000,2.000
309227.840,6143483.340,464.220,1.000,2.000,5.000
309227.470,6143483.900,459.640,2.000,2.000,2.000
309227.810,6143483.200,464.040,1.000,2.000,5.000
309227.450,6143483.740,459.660,2.000,2.000,2.000
309227.810,6143483.030,464.190,1.000,2.000,5.000
309227.440,6143483.580,459.660,2.000,2.000,2.000
309227.420,6143483.420,459.660,1.000,1.000,2.000
309227.410,6143483.250,459.700,1.000,1.000,2.000
309227.390,6143483.100,459.670,1.000,1.000,2.000
309227.380,6143482.940,459.680,1.000,1.000,2.000
309227.360,6143482.780,459.660,1.000,1.000,2.000
309227.350,6143482.620,459.670,1.000,1.000,2.000
309227.330,6143482.450,459.720,1.000,1.000,2.000
309227.320,6143482.290,459.700,1.000,1.000,2.000
309227.300,6143482.130,459.710,1.000,1.000,2.000
309227.290,6143481.960,459.720,1.000,1.000,2.000
309227.270,6143481.800,459.720,1.000,1.000,2.000
309227.260,6143481.650,459.720,1.000,1.000,2.000
309227.250,6143481.490,459.740,1.000,1.000,2.000
309227.230,6143481.330,459.730,1.000,1.000,2.000
309227.210,6143481.180,459.730,1.000,1.000,2.000
309227.200,6143481.020,459.750,1.000,1.000,2.000
309227.180,6143480.860,459.740,1.000,1.000,2.000
309227.170,6143480.700,459.730,1.000,1.000,2.000
309227.150,6143480.540,459.720,1.000,1.000,2.000
309227.140,6143480.380,459.710,1.000,1.000,2.000
309227.120,6143480.220,459.720,1.000,1.000,2.000
309227.110,6143480.060,459.720,1.000,1.000,2.000
309227.090,6143479.900,459.730,1.000,1.000,2.000
309227.080,6143479.740,459.720,1.000,1.000,2.000
309227.060,6143479.580,459.740,1.000,1.000,2.000
309227.050,6143479.420,459.720,1.000,1.000,2.000
309227.030,6143479.260,459.710,1.000,1.000,2.000
309227.010,6143479.100,459.720,1.000,1.000,2.000
309227.000,6143478.940,459.700,1.000,1.000,2.000
309229.760,6143496.940,467.720,1.000,3.000,5.000
309229.690,6143496.930,467.000,1.000,3.000,5.000
309229.720,6143496.660,467.560,1.000,3.000,5.000
309229.710,6143496.470,467.690,1.000,3.000,5.000
309229.690,6143496.340,467.550,1.000,3.000,5.000
309229.750,6143495.970,468.600,1.000,4.000,5.000
309229.680,6143496.150,467.690,2.000,4.000,5.000
309229.440,6143496.600,464.680,1.000,4.000,5.000
309229.370,6143496.790,463.700,2.000,4.000,5.000
309229.440,6143496.410,464.870,1.000,1.000,5.000
309229.580,6143495.830,466.970,1.000,4.000,5.000
309229.410,6143496.290,464.690,2.000,4.000,5.000
309229.300,6143496.580,463.160,3.000,4.000,5.000
309229.750,6143495.200,469.390,1.000,3.000,5.000
309229.430,6143496.020,465.170,2.000,3.000,5.000
309229.730,6143495.050,469.320,1.000,4.000,5.000
309229.400,6143495.910,464.980,2.000,4.000,5.000
309229.330,6143496.090,464.030,3.000,4.000,5.000
309229.290,6143496.010,463.660,1.000,1.000,5.000
309229.320,6143495.710,464.340,1.000,2.000,5.000
309228.920,6143496.740,459.070,2.000,2.000,2.000
309229.310,6143495.560,464.300,1.000,3.000,5.000
309229.100,6143496.080,461.640,2.000,3.000,5.000
309228.910,6143496.560,459.090,3.000,3.000,2.000
309229.600,6143494.620,468.340,1.000,4.000,5.000
309229.260,6143495.470,463.920,2.000,4.000,5.000
309229.070,6143495.950,461.470,3.000,4.000,5.000
309228.890,6143496.400,459.100,4.000,4.000,2.000
309229.600,6143494.430,468.540,1.000,4.000,5.000
309229.210,6143495.420,463.390,2.000,4.000,5.000
309229.040,6143495.820,461.250,3.000,4.000,5.000
309228.880,6143496.230,459.090,4.000,4.000,2.000
309229.570,6143494.290,468.420,1.000,4.000,5.000
309229.160,6143495.330,462.960,2.000,4.000,5.000
309229.010,6143495.700,461.020,3.000,4.000,1.000
309228.860,6143496.070,459.120,4.000,4.000,2.000
309229.560,6143494.150,468.360,1.000,3.000,5.000
309228.980,6143495.580,460.840,2.000,3.000,1.000
309228.850,6143495.900,459.150,3.000,3.000,2.000
309229.540,6143493.990,468.390,1.000,4.000,5.000
309229.120,6143495.030,462.910,2.000,4.000,5.000
309228.950,6143495.460,460.610,3.000,4.000,1.000
309228.830,6143495.740,459.140,4.000,4.000,2.000
309229.550,6143493.780,468.670,1.000,3.000,5.000
309228.900,6143495.370,460.220,2.000,3.000,1.000
309228.820,6143495.580,459.140,3.000,3.000,2.000
309229.510,6143493.690,468.350,1.000,3.000,5.000
309229.210,6143494.410,464.460,2.000,3.000,5.000
309228.800,6143495.410,459.160,3.000,3.000,2.000
309229.170,6143494.300,464.190,1.000,2.000,5.000
309228.790,6143495.230,459.180,2.000,2.000,2.000
309229.160,6143494.140,464.220,1.000,2.000,5.000
309228.780,6143495.070,459.220,2.000,2.000,2.000
309228.760,6143494.900,459.230,1.000,1.000,2.000
309228.750,6143494.740,459.200,1.000,1.000,2.000
309229.130,6143493.640,464.390,1.000,2.000,5.000
309228.730,6143494.580,459.220,2.000,2.000,2.000
309229.120,6143493.470,464.410,1.000,2.000,5.000
309228.720,6143494.410,459.260,2.000,2.000,2.000
309229.090,6143493.330,464.300,1.000,2.000,5.000
309228.700,6143494.240,459.270,2.000,2.000,2.000
309229.080,6143493.180,464.270,1.000,2.000,5.000
309228.690,6143494.070,459.350,2.000,2.000,2.000
309229.060,6143493.020,464.250,1.000,2.000,5.000
309228.680,6143493.890,459.370,2.000,2.000,2.000
309228.670,6143493.730,459.410,1.000,1.000,2.000
309228.650,6143493.560,459.450,1.000,1.000,2.000
309228.640,6143493.390,459.460,1.000,1.000,2.000
309228.630,6143493.220,459.480,1.000,1.000,2.000
309228.610,6143493.060,459.520,1.000,1.000,2.000
309228.610,6143492.890,459.540,1.000,1.000,2.000
309228.600,6143492.720,459.560,1.000,1.000,2.000
309228.580,6143492.550,459.620,1.000,1.000,2.000
309228.570,6143492.380,459.640,1.000,1.000,2.000
